experiment,model,true_driver,pred_driver,count
experiment_b_without_time_features,xgboost,LEC,PIA,0
experiment_b_without_time_features,xgboost,LEC,RUS,0
experiment_b_without_time_features,xgboost,LEC,SAI,2
experiment_b_without_time_features,xgboost,LEC,STR,4
experiment_b_without_time_features,xgboost,LEC,TSU,0
experiment_b_without_time_features,xgboost,LEC,VER,0
experiment_b_without_time_features,xgboost,NOR,ALB,0
experiment_b_without_time_features,xgboost,NOR,ALO,6
experiment_b_without_time_features,xgboost,NOR,GAS,2
experiment_b_without_time_features,xgboost,NOR,HAM,0
experiment_b_without_time_features,xgboost,NOR,HUL,2
experiment_b_without_time_features,xgboost,NOR,LEC,0
experiment_b_without_time_features,xgboost,NOR,NOR,8
experiment_b_without_time_features,xgboost,NOR,OCO,0
experiment_b_without_time_features,xgboost,NOR,PIA,22
experiment_b_without_time_features,xgboost,NOR,RUS,1
experiment_b_without_time_features,xgboost,NOR,SAI,0
experiment_b_without_time_features,xgboost,NOR,STR,6
experiment_b_without_time_features,xgboost,NOR,TSU,6
experiment_b_without_time_features,xgboost,NOR,VER,2
experiment_b_without_time_features,xgboost,OCO,ALB,5
experiment_b_without_time_features,xgboost,OCO,ALO,0
experiment_b_without_time_features,xgboost,OCO,GAS,5
experiment_b_without_time_features,xgboost,OCO,HAM,2
experiment_b_without_time_features,xgboost,OCO,HUL,3
experiment_b_without_time_features,xgboost,OCO,LEC,0
experiment_b_without_time_features,xgboost,OCO,NOR,0
experiment_b_without_time_features,xgboost,OCO,OCO,31
experiment_b_without_time_features,xgboost,OCO,PIA,0
experiment_b_without_time_features,xgboost,OCO,RUS,0
experiment_b_without_time_features,xgboost,OCO,SAI,5
experiment_b_without_time_features,xgboost,OCO,STR,1
experiment_b_without_time_features,xgboost,OCO,TSU,0
experiment_b_without_time_features,xgboost,OCO,VER,2
experiment_b_without_time_features,xgboost,PIA,ALB,1
experiment_b_without_time_features,xgboost,PIA,ALO,3
experiment_b_without_time_features,xgboost,PIA,GAS,3
experiment_b_without_time_features,xgboost,PIA,HAM,0
experiment_b_without_time_features,xgboost,PIA,HUL,0
experiment_b_without_time_features,xgboost,PIA,LEC,0
experiment_b_without_time_features,xgboost,PIA,NOR,16
experiment_b_without_time_features,xgboost,PIA,OCO,0
experiment_b_without_time_features,xgboost,PIA,PIA,21
experiment_b_without_time_features,xgboost,PIA,RUS,1
experiment_b_without_time_features,xgboost,PIA,SAI,0
experiment_b_without_time_features,xgboost,PIA,STR,8
experiment_b_without_time_features,xgboost,PIA,TSU,0
experiment_b_without_time_features,xgboost,PIA,VER,2
experiment_b_without_time_features,xgboost,RUS,ALB,7
experiment_b_without_time_features,xgboost,RUS,ALO,0
experiment_b_without_time_features,xgboost,RUS,GAS,10
experiment_b_without_time_features,xgboost,RUS,HAM,1
experiment_b_without_time_features,xgboost,RUS,HUL,9
experiment_b_without_time_features,xgboost,RUS,LEC,0
experiment_b_without_time_features,xgboost,RUS,NOR,0
experiment_b_without_time_features,xgboost,RUS,OCO,0
experiment_b_without_time_features,xgboost,RUS,PIA,1
experiment_b_without_time_features,xgboost,RUS,RUS,20
experiment_b_without_time_features,xgboost,RUS,SAI,1
experiment_b_without_time_features,xgboost,RUS,STR,0
experiment_b_without_time_features,xgboost,RUS,TSU,5
experiment_b_without_time_features,xgboost,RUS,VER,1
experiment_b_without_time_features,xgboost,SAI,ALB,9
experiment_b_without_time_features,xgboost,SAI,ALO,0
experiment_b_without_time_features,xgboost,SAI,GAS,0
experiment_b_without_time_features,xgboost,SAI,HAM,6
experiment_b_without_time_features,xgboost,SAI,HUL,5
experiment_b_without_time_features,xgboost,SAI,LEC,3
experiment_b_without_time_features,xgboost,SAI,NOR,0
experiment_b_without_time_features,xgboost,SAI,OCO,4
experiment_b_without_time_features,xgboost,SAI,PIA,1
experiment_b_without_time_features,xgboost,SAI,RUS,5
experiment_b_without_time_features,xgboost,SAI,SAI,17
experiment_b_without_time_features,xgboost,SAI,STR,4
experiment_b_without_time_features,xgboost,SAI,TSU,0
experiment_b_without_time_features,xgboost,SAI,VER,0
experiment_b_without_time_features,xgboost,STR,ALB,0
experiment_b_without_time_features,xgboost,STR,ALO,10
experiment_b_without_time_features,xgboost,STR,GAS,0
experiment_b_without_time_features,xgboost,STR,HAM,4
experiment_b_without_time_features,xgboost,STR,HUL,0
experiment_b_without_time_features,xgboost,STR,LEC,4
experiment_b_without_time_features,xgboost,STR,NOR,2
experiment_b_without_time_features,xgboost,STR,OCO,0
experiment_b_without_time_features,xgboost,STR,PIA,7
experiment_b_without_time_features,xgboost,STR,RUS,0
experiment_b_without_time_features,xgboost,STR,SAI,1
experiment_b_without_time_features,xgboost,STR,STR,26
experiment_b_without_time_features,xgboost,STR,TSU,0
experiment_b_without_time_features,xgboost,STR,VER,0
experiment_b_without_time_features,xgboost,TSU,ALB,3
experiment_b_without_time_features,xgboost,TSU,ALO,0
experiment_b_without_time_features,xgboost,TSU,GAS,9
experiment_b_without_time_features,xgboost,TSU,HAM,1
experiment_b_without_time_features,xgboost,TSU,HUL,6
experiment_b_without_time_features,xgboost,TSU,LEC,0
experiment_b_without_time_features,xgboost,TSU,NOR,0
experiment_b_without_time_features,xgboost,TSU,OCO,1
experiment_b_without_time_features,xgboost,TSU,PIA,0
experiment_b_without_time_features,xgboost,TSU,RUS,5
experiment_b_without_time_features,xgboost,TSU,SAI,0
experiment_b_without_time_features,xgboost,TSU,STR,0
experiment_b_without_time_features,xgboost,TSU,TSU,15
experiment_b_without_time_features,xgboost,TSU,VER,14
experiment_b_without_time_features,xgboost,VER,ALB,1
experiment_b_without_time_features,xgboost,VER,ALO,0
experiment_b_without_time_features,xgboost,VER,GAS,11
experiment_b_without_time_features,xgboost,VER,HAM,0
experiment_b_without_time_features,xgboost,VER,HUL,5
experiment_b_without_time_features,xgboost,VER,LEC,0
experiment_b_without_time_features,xgboost,VER,NOR,3
experiment_b_without_time_features,xgboost,VER,OCO,2
experiment_b_without_time_features,xgboost,VER,PIA,0
experiment_b_without_time_features,xgboost,VER,RUS,0
experiment_b_without_time_features,xgboost,VER,SAI,0
experiment_b_without_time_features,xgboost,VER,STR,0
experiment_b_without_time_features,xgboost,VER,TSU,10
experiment_b_without_time_features,xgboost,VER,VER,23
